timestamp,price,rsi,5EMA,13EMA
1609636380000,32424.82000000,53.08618513677483,32425.0821268652,32411.521884083595
1609636440000,32408.72000000,51.208858008208836,32419.6280845768,32411.121614928797
1609636500000,32442.47000000,54.8160958397454,32427.242056384533,32415.599955653255
1609636560000,32455.99000000,56.212688241683054,32436.824704256356,32421.369961988505
1609636620000,32482.10000000,58.85748109143739,32451.91646950424,32430.045681704432
1609636680000,32500.00000000,60.61385778693425,32467.944313002827,32440.039155746657
1609636740000,32520.47000000,62.581140733798335,32485.452875335217,32451.52927635428
1609636800000,32508.98000000,60.7469900337983,32493.295250223477,32459.73652258938
1609636860000,32536.13000000,63.47132175520643,32507.573500148985,32470.649876505184
1609636920000,32534.49000000,63.18604466878249,32516.54566676599,32479.7698941473
1609636980000,32547.01000000,64.49790760471915,32526.700444510658,32489.375623554828
1609637040000,32567.05000000,66.5524645168848,32540.15029634044,32500.471963046995
1609637100000,32558.60000000,64.84831920074326,32546.300197560293,32508.775968325997
1609637160000,32536.66000000,60.515470775126225,32543.08679837353,32512.759401422285
1609637220000,32585.38000000,65.95523906494206,32557.18453224902,32523.133772647674
1609637280000,32627.76000000,69.84681084172117,32580.70968816601,32538.08037655515
1609637340000,32626.58000000,69.60822697863726,32595.999792110673,32550.723179904413
1609637400000,32627.52000000,69.6970264257448,32606.506528073784,32561.694154203782
1609637460000,32599.51000000,63.7223304158815,32604.174352049187,32567.096417888955
1609637520000,32609.48000000,64.87649088555632,32605.942901366125,32573.15121533339
1609637580000,32641.71000000,68.37880375966533,32617.865267577417,32582.94532742862
1609637640000,32663.50000000,70.51912526547463,32633.07684505161,32594.45313779596
1609637700000,32684.00000000,72.4111044296546,32650.05123003441,32607.245546682254
1609637760000,32704.11000000,74.16282150096681,32668.07082002294,32621.083325727646
1609637820000,32680.02000000,68.54802517051183,32672.053880015294,32629.502850623696
1609637880000,32700.00000000,70.54017196972868,32681.369253343528,32639.573871963166
1609637940000,32724.65000000,72.82692046310359,32695.796168895686,32651.727604539858
1609638000000,32667.43000000,60.9917412247609,32686.34077926379,32653.970803891305
1609638060000,32699.94000000,64.51970350685946,32690.873852842527,32660.537831906833
1609638120000,32670.00000000,59.20874695649386,32683.91590189502,32661.889570205858
1609638180000,32621.62000000,51.79008233373854,32663.150601263347,32656.136774462164
1609638240000,32609.00000000,50.02915588029315,32645.10040084223,32649.402949539
1609638300000,32682.26000000,58.78906044928315,32657.48693389482,32654.09681389057
1609638360000,32748.53000000,64.80020962786655,32687.834622596547,32667.58726904906
1609638420000,32787.64000000,67.78654026304619,32721.10308173103,32684.73765918491
